"tablescraper-selected-row","tablescraper-selected-row 2","tablescraper-selected-row 3","tablescraper-selected-row 4","tablescraper-selected-row href","tablescraper-selected-row 5","tablescraper-selected-row href 2","tablescraper-selected-row 6","tablescraper-selected-row href 3","tablescraper-selected-row 7","reference","reference href","cite-bracket","cite-bracket 2","tablescraper-selected-row 8","tablescraper-selected-row 9"
"784","Sigma Mu","October 12, 1991","Adelphi University","https://en.wikipedia.org/wiki/Adelphi_University","Garden City","https://en.wikipedia.org/wiki/Garden_City,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","",""
"785","Sigma Nu","","Ramapo College","https://en.wikipedia.org/wiki/Ramapo_College","William Paterson University","https://en.wikipedia.org/wiki/William_Paterson_University","Mahwah","https://en.wikipedia.org/wiki/Mahwah,_New_Jersey","Active","73","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:9-130","[","]","","1991"
"786 ?","","","Monmouth University","https://en.wikipedia.org/wiki/Monmouth_University","West Long Branch","https://en.wikipedia.org/wiki/West_Long_Branch,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Inactive","","","","","Sigma Xi","1991–xxxx ?"
"787","Sigma Omicron","November 6, 1991","State University of New York at Oswego","https://en.wikipedia.org/wiki/State_University_of_New_York_at_Oswego","Oswego","https://en.wikipedia.org/wiki/Oswego,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","",""
"789 ?","","","","","","","","","Inactive","","","","","Sigma Rho","199x ?"
"790","Sigma Sigma","December 4, 1991","Johns Hopkins University","https://en.wikipedia.org/wiki/Johns_Hopkins_University","Baltimore","https://en.wikipedia.org/wiki/Baltimore","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","74","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-131","[","]","",""
"788","Sigma Pi","","University of Lynchburg","https://en.wikipedia.org/wiki/University_of_Lynchburg","Lynchburg","https://en.wikipedia.org/wiki/Lynchburg,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","","1992"
"793","Sigma Phi","April 12, 1992","Indiana University Indianapolis","https://en.wikipedia.org/wiki/Indiana_University_Indianapolis","Purdue University in Indianapolis","https://en.wikipedia.org/wiki/Purdue_University_in_Indianapolis","Butler University","https://en.wikipedia.org/wiki/Butler_University","Active","75","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-132","[","]","Indianapolis",""
"791","Sigma Tau","February 28, 1993","University of South Carolina Aiken","https://en.wikipedia.org/wiki/University_of_South_Carolina_Aiken","Aiken","https://en.wikipedia.org/wiki/Aiken,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","76","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-133","[","]","",""
"792","Sigma Upsilon","August 27, 1993","University of North Florida","https://en.wikipedia.org/wiki/University_of_North_Florida","Jacksonville","https://en.wikipedia.org/wiki/Jacksonville,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","",""
"794 ?","","","Newberry College","https://en.wikipedia.org/wiki/Newberry_College","Newberry","https://en.wikipedia.org/wiki/Newberry,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Inactive","","","","","Sigma Chi","199x ?–xxxx ?"
"795 ?","","","University of Nevada, Las Vegas","https://en.wikipedia.org/wiki/University_of_Nevada,_Las_Vegas","Paradise","https://en.wikipedia.org/wiki/Paradise,_Nevada","Nevada","https://en.wikipedia.org/wiki/Nevada","Inactive","","","","","Sigma Psi","1993–xxxx ?"
"","","","","","","","","","Unassigned","","","","","",""
"","Tau Alpha","October 17, 1993","Baylor University","https://en.wikipedia.org/wiki/Baylor_University","Waco","https://en.wikipedia.org/wiki/Waco,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","",""
"","Tau Beta","","Louisiana State University Shreveport","https://en.wikipedia.org/wiki/Louisiana_State_University_Shreveport","Shreveport","https://en.wikipedia.org/wiki/Shreveport,_Louisiana","Louisiana","https://en.wikipedia.org/wiki/Louisiana","Active","","","","","","199x ?"
"","","","Embry–Riddle Aeronautical University","https://en.wikipedia.org/wiki/Embry%E2%80%93Riddle_Aeronautical_University","Daytona Beach","https://en.wikipedia.org/wiki/Daytona_Beach,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Inactive","","","","","Tau Gamma","1996–xxxx ?"
"","","","Wittenberg University","https://en.wikipedia.org/wiki/Wittenberg_University","Springfield","https://en.wikipedia.org/wiki/Springfield,_Ohio","Ohio","https://en.wikipedia.org/wiki/Ohio","Inactive","","","","","Xi Chi","1997–xxxx ?"
"799","Tau Delta","","Florida International University","https://en.wikipedia.org/wiki/Florida_International_University","Miami","https://en.wikipedia.org/wiki/Miami","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","","1998"
"901","Tau Zeta","","Kennesaw State University","https://en.wikipedia.org/wiki/Kennesaw_State_University","Cobb County","https://en.wikipedia.org/wiki/Cobb_County,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","77","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-134","[","]","","199x ?-19xx ?; 2009"
"","Tau Eta","","College of Charleston","https://en.wikipedia.org/wiki/College_of_Charleston","Charleston","https://en.wikipedia.org/wiki/Charleston,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","","","","","","1999"
"","","","Stetson University","https://en.wikipedia.org/wiki/Stetson_University","DeLand","https://en.wikipedia.org/wiki/DeLand,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Inactive","","","","","Tau Theta","1999–20xx ?"
"","Tau Iota","August 5, 2000","Samford University","https://en.wikipedia.org/wiki/Samford_University","Homewood","https://en.wikipedia.org/wiki/Homewood,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"","Tau Kappa","August 19, 2000","Oakland University","https://en.wikipedia.org/wiki/Oakland_University","Oakland County","https://en.wikipedia.org/wiki/Oakland_County,_Michigan","Michigan","https://en.wikipedia.org/wiki/Michigan","Active","bg","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-136","[","]","Omicron Mu",""
"","","","University of Houston–Downtown","https://en.wikipedia.org/wiki/University_of_Houston%E2%80%93Downtown","Houston","https://en.wikipedia.org/wiki/Houston","Texas","https://en.wikipedia.org/wiki/Texas","Inactive","","","","","Tau Mu","20xx ?–20xx ?"
"","Tau Nu","January 23, 2001","University of North Carolina at Pembroke","https://en.wikipedia.org/wiki/University_of_North_Carolina_at_Pembroke","Pembroke","https://en.wikipedia.org/wiki/Pembroke,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"753","","April 21, 2001","University of Alaska Anchorage","https://en.wikipedia.org/wiki/University_of_Alaska_Anchorage","Anchorage","https://en.wikipedia.org/wiki/Anchorage,_Alaska","Alaska","https://en.wikipedia.org/wiki/Alaska","Inactive, Reassigned","","","","","Rho Beta (Second)","– 2013"
"","Tau Epsilon","April 23, 2002","Clayton State University","https://en.wikipedia.org/wiki/Clayton_State_University","Morrow","https://en.wikipedia.org/wiki/Morrow,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","2","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:34-2","[","]","",""
"","Tau Pi","November 1, 2003","University of Tampa","https://en.wikipedia.org/wiki/University_of_Tampa","Tampa","https://en.wikipedia.org/wiki/Tampa,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","78","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-138","[","]","",""
"","Tau Xi","","University of Texas at Dallas","https://en.wikipedia.org/wiki/University_of_Texas_at_Dallas","Richardson","https://en.wikipedia.org/wiki/Richardson,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Active","","","","","","2003"
"","Tau Omicron","November 1, 2003","Davidson College","https://en.wikipedia.org/wiki/Davidson_College","Davidson","https://en.wikipedia.org/wiki/Davidson,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"912 ?","Tau Sigma","November 22, 2003","University of New Mexico","https://en.wikipedia.org/wiki/University_of_New_Mexico","Albuquerque","https://en.wikipedia.org/wiki/Albuquerque,_New_Mexico","New Mexico","https://en.wikipedia.org/wiki/New_Mexico","Active","7","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:35-9","[","]","Omicron Delta",""
"913 ?","","","Texas Lutheran University","https://en.wikipedia.org/wiki/Texas_Lutheran_University","Seguin","https://en.wikipedia.org/wiki/Seguin,_Texas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive","","","","","Tau Tau","200x ?–20xx ?"
"","Nu P","March 9, 2004","University of Evansville","https://en.wikipedia.org/wiki/University_of_Evansville","University of Southern Indiana","https://en.wikipedia.org/wiki/University_of_Southern_Indiana","Evansville","https://en.wikipedia.org/wiki/Evansville,_Indiana","Inactive, Reassigned","70","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:14-126","[","]","Rho Tau","– 200x ?"
"911","Tau Rho","April 18, 2004","University of North Georgia","https://en.wikipedia.org/wiki/University_of_North_Georgia","Dahlonega","https://en.wikipedia.org/wiki/Dahlonega,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","","","","","",""
"","Rho Tau Third","April 7, 2005","DePauw University","https://en.wikipedia.org/wiki/DePauw_University","Greencastle","https://en.wikipedia.org/wiki/Greencastle,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","70","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:14-126","[","]","","– 200x ?; March 9, 2017"
"914","Tau Upsilon","April 9, 2005","Purdue University Northwest","https://en.wikipedia.org/wiki/Purdue_University_Northwest","Hammond","https://en.wikipedia.org/wiki/Hammond,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","","","","","",""
"915","Tau Phi","","Austin Peay State University","https://en.wikipedia.org/wiki/Austin_Peay_State_University","Clarksville","https://en.wikipedia.org/wiki/Clarksville,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","","","20xx ?"
"916 ?","","","University of West Georgia","https://en.wikipedia.org/wiki/University_of_West_Georgia","Carrollton","https://en.wikipedia.org/wiki/Carrollton,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Inactive","","","","","Tau Chi","2008–20xx ?"
"917","Tau Psi","","University of Tennessee at Martin","https://en.wikipedia.org/wiki/University_of_Tennessee_at_Martin","Martin","https://en.wikipedia.org/wiki/Martin,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Active","","","","","","20xx ?"
"","","","","","","","","","Unassigned","","","","","",""
"918 ?","Upsilon Alpha","February 8, 2009","University of South Carolina Upstate","https://en.wikipedia.org/wiki/University_of_South_Carolina_Upstate","Valley Falls","https://en.wikipedia.org/wiki/Valley_Falls,_South_Carolina","South Carolina","https://en.wikipedia.org/wiki/South_Carolina","Active","13","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:36-24","[","]","",""
"919","Upsilon Beta","August 18, 2009","Christopher Newport University","https://en.wikipedia.org/wiki/Christopher_Newport_University","Newport News","https://en.wikipedia.org/wiki/Newport_News,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","",""
"920","Upsilon Gamma","","University of Richmond","https://en.wikipedia.org/wiki/University_of_Richmond","Richmond","https://en.wikipedia.org/wiki/Richmond,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","","2009"
"921 ?","","","Rust College","https://en.wikipedia.org/wiki/Rust_College","Holly Springs","https://en.wikipedia.org/wiki/Holly_Springs,_Mississippi","Mississippi","https://en.wikipedia.org/wiki/Mississippi","Inactive","79","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:12-140","[","]","Upsilon Delta","2010–20xx ?"
"922 ?","Upsilon Eta","June 5, 2011","Auburn University at Montgomery","https://en.wikipedia.org/wiki/Auburn_University_at_Montgomery","Montgomery","https://en.wikipedia.org/wiki/Montgomery,_Alabama","Alabama","https://en.wikipedia.org/wiki/Alabama","Active","14","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:11-26","[","]","",""
"923","Upsilon Epsilon","June 25, 2011","Salisbury University","https://en.wikipedia.org/wiki/Salisbury_University","Salisbury","https://en.wikipedia.org/wiki/Salisbury,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","80","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-141","[","]","",""
"","Upsilon Theta","June 25, 2011","Florida Atlantic University","https://en.wikipedia.org/wiki/Florida_Atlantic_University","Boca Raton","https://en.wikipedia.org/wiki/Boca_Raton,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","15","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:37-28","[","]","",""
"927","Upsilon Iota","June 25, 2011","Chowan University","https://en.wikipedia.org/wiki/Chowan_University","Murfreesboro","https://en.wikipedia.org/wiki/Murfreesboro,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"928","Upsilon Kappa","January 30, 2012","State University of New York at Plattsburgh","https://en.wikipedia.org/wiki/State_University_of_New_York_at_Plattsburgh","Plattsburgh","https://en.wikipedia.org/wiki/Plattsburgh,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","",""
"","","April 15, 2012","Southern Methodist University","https://en.wikipedia.org/wiki/Southern_Methodist_University","Dallas","https://en.wikipedia.org/wiki/Dallas","Texas","https://en.wikipedia.org/wiki/Texas","Inactive,  Reestablished","81","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-142","[","]","Upsilon Mu (see Iota Omicron)","– xxxx ?"
"","","","Lehigh University","https://en.wikipedia.org/wiki/Lehigh_University","Bethlehem","https://en.wikipedia.org/wiki/Bethlehem,_Pennsylvania","Pennsylvania","https://en.wikipedia.org/wiki/Pennsylvania","Inactive","","","","","Upsilon Nu","2013–xxxx ?"
"","Upsilon Xi","February 11, 2013","University of Illinois Springfield","https://en.wikipedia.org/wiki/University_of_Illinois_Springfield","Springfield, Illinois","https://en.wikipedia.org/wiki/Springfield,_Illinois","Illinois","https://en.wikipedia.org/wiki/Illinois","Active","82","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-144","[","]","",""
"753","Rho Beta (Third)","February 16, 2013","Portland State University","https://en.wikipedia.org/wiki/Portland_State_University","Oregon State University","https://en.wikipedia.org/wiki/Oregon_State_University","University of Oregon","https://en.wikipedia.org/wiki/University_of_Oregon","Active","83","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-145","[","]","",""
"935","Upsilon Omicron","June 10, 2014","Oglethorpe University","https://en.wikipedia.org/wiki/Oglethorpe_University","Brookhaven","https://en.wikipedia.org/wiki/Brookhaven,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","84","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-146","[","]","",""
"937","","June 10, 2014","Hobart and William Smith Colleges","https://en.wikipedia.org/wiki/Hobart_and_William_Smith_Colleges","Geneva","https://en.wikipedia.org/wiki/Geneva,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Inactive","6","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:5-6","[","]","Upsilon Pi","– xxxx ?"
"938","Upsilon Rho","August 23, 2014","University of San Francisco","https://en.wikipedia.org/wiki/University_of_San_Francisco","San Francisco","https://en.wikipedia.org/wiki/San_Francisco","California","https://en.wikipedia.org/wiki/California","Active","","","","","",""
"","Upsilon Sigma","August 5, 2015","Florida Gulf Coast University","https://en.wikipedia.org/wiki/Florida_Gulf_Coast_University","Fort Myers","https://en.wikipedia.org/wiki/Fort_Myers,_Florida","Florida","https://en.wikipedia.org/wiki/Florida","Active","","","","","",""
"","Upsilon Zeta","February 28, 2016","University of Maryland, Baltimore County","https://en.wikipedia.org/wiki/University_of_Maryland,_Baltimore_County","Baltimore County","https://en.wikipedia.org/wiki/Baltimore_County,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Inactive","","","","","",""
"","","","Belmont University","https://en.wikipedia.org/wiki/Belmont_University","Nashville","https://en.wikipedia.org/wiki/Nashville,_Tennessee","Tennessee","https://en.wikipedia.org/wiki/Tennessee","Inactive","85","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-147","[","]","Upsilon Tau","2016–20xx ?"
"942","Upsilon Upsilon","May 24, 2016","New York University","https://en.wikipedia.org/wiki/New_York_University","New York City","https://en.wikipedia.org/wiki/New_York_City","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","8","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:7-10","[","]","",""
"","","July 22, 2016","Tennessee","https://en.wikipedia.org/wiki/Tennessee","","","","","Inactive","86","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:21-148","[","]","Upsilon Phi",""
"945","Upsilon Chi","February 17, 2017","Pepperdine University","https://en.wikipedia.org/wiki/Pepperdine_University","Malibu","https://en.wikipedia.org/wiki/Malibu,_California","California","https://en.wikipedia.org/wiki/California","Active","87","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-149","[","]","",""
"946","Upsilon Psi","February 17, 2017","Middle Georgia College","https://en.wikipedia.org/wiki/Middle_Georgia_College","Macon","https://en.wikipedia.org/wiki/Macon,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","89","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-151","[","]","",""
"947","Phi Alpha","July 14, 2017","Virginia Wesleyan University","https://en.wikipedia.org/wiki/Virginia_Wesleyan_University","Virginia Beach","https://en.wikipedia.org/wiki/Virginia_Beach,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","47","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:28-89","[","]","",""
"","","July 14, 2017","","","","","","","Active","","","","","Phi Beta",""
"949","Phi Gamma","July 14, 2017","Methodist University","https://en.wikipedia.org/wiki/Methodist_University","Fayetteville","https://en.wikipedia.org/wiki/Fayetteville,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"","Phi Delta","July 14, 2017","Johnson & Wales University Charlotte Campus","https://en.wikipedia.org/wiki/Johnson_%26_Wales_University","Charlotte","https://en.wikipedia.org/wiki/Charlotte,_North_Carolina","North Carolina","https://en.wikipedia.org/wiki/North_Carolina","Active","17","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:2-35","[","]","",""
"951","Phi Epsilon","October 2, 2017","University of Southern Indiana","https://en.wikipedia.org/wiki/University_of_Southern_Indiana","Evansville Indiana","https://en.wikipedia.org/wiki/Evansville,_Indiana","Indiana","https://en.wikipedia.org/wiki/Indiana","Active","94","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-156","[","]","",""
"953","Phi Zeta","October 2, 2018","Radford University","https://en.wikipedia.org/wiki/Radford_University","Radford","https://en.wikipedia.org/wiki/Radford,_Virginia","Virginia","https://en.wikipedia.org/wiki/Virginia","Active","95","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-157","[","]","",""
"954","Phi Eta","October 1, 2018","Seton Hall University","https://en.wikipedia.org/wiki/Seton_Hall_University","South Orange","https://en.wikipedia.org/wiki/South_Orange,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","73","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:9-130","[","]","",""
"955","Phi Theta","January 12, 2019","Stevens Institute of Technology","https://en.wikipedia.org/wiki/Stevens_Institute_of_Technology","Hoboken","https://en.wikipedia.org/wiki/Hoboken,_New_Jersey","New Jersey","https://en.wikipedia.org/wiki/New_Jersey","Active","73","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:9-130","[","]","",""
"956","Phi Iota","May 15, 2019","McDaniel College","https://en.wikipedia.org/wiki/McDaniel_College","Westminster","https://en.wikipedia.org/wiki/Westminster,_Maryland","Maryland","https://en.wikipedia.org/wiki/Maryland","Active","98","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:10-160","[","]","",""
"957","Phi Kappa","March 16, 2019","Iona University","https://en.wikipedia.org/wiki/Iona_University","New Rochelle","https://en.wikipedia.org/wiki/New_Rochelle,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","8","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:7-10","[","]","",""
"964","Phi Mu","October 26, 2019","University of The Bahamas","https://en.wikipedia.org/wiki/University_of_the_Bahamas","Nassau","https://en.wikipedia.org/wiki/Nassau,_Bahamas","The Bahamas","https://en.wikipedia.org/wiki/The_Bahamas","Active","","","","","",""
"","","","","","","","","","Inactive ?","","","","","Phi Nu","20xx ?"
"966","Phi Xi","July 26, 2020","Georgia Gwinnett College","https://en.wikipedia.org/wiki/Georgia_Gwinnett_College","Lawrenceville","https://en.wikipedia.org/wiki/Lawrenceville,_Georgia","Georgia","https://en.wikipedia.org/wiki/Georgia_(U.S._state)","Active","101","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:13-163","[","]","",""
"979","Phi Omicron","July 17, 2021","Buffalo State University","https://en.wikipedia.org/wiki/Buffalo_State_University","Buffalo","https://en.wikipedia.org/wiki/Buffalo,_New_York","New York","https://en.wikipedia.org/wiki/New_York_(state)","Active","8","https://en.wikipedia.org/wiki/List_of_Alpha_Phi_Alpha_chapters#cite_note-:7-10","[","]","",""
